,Away Team,Home Team,Week,Year,Road Closing Spread,Home Closing Spread
1334,ARI,NYG,7,2009,8,-8
1335,PHI,WAS,7,2009,-9,9
1336,TEN,KC,7,2008,-9,9
1337,SD,BUF,7,2008,-1,1
1338,PIT,CIN,7,2008,-8,8
1339,BAL,MIA,7,2008,3,-3
1340,DAL,STL,7,2008,-8,8
1341,MIN,CHI,7,2008,3,-3
1342,NO,CAR,7,2008,3,-3
1343,SF,NYG,7,2008,10,-10
1344,DET,HOU,7,2008,11,-11
1345,NYJ,OAK,7,2008,-3,3
1346,CLE,WAS,7,2008,7,-7
1347,IND,GB,7,2008,-3,3
1348,SEA,TB,7,2008,11,-11
1349,DEN,NE,7,2008,3,-3
1350,ARI,WAS,7,2007,8,-8
1351,ATL,NO,7,2007,8,-8
1352,BAL,BUF,7,2007,-3,3
1353,NE,MIA,7,2007,-16,16
1354,SF,NYG,7,2007,10,-10
1355,TB,DET,7,2007,3,-3
1356,TEN,HOU,7,2007,3,-3
1357,KC,OAK,7,2007,2,-2
1358,NYJ,CIN,7,2007,6,-6
1359,MIN,DAL,7,2007,10,-10
1360,CHI,PHI,7,2007,6,-6
1361,STL,SEA,7,2007,8,-8
1362,PIT,DEN,7,2007,-4,4
1363,IND,JAC,7,2007,-3,3
1364,WAS,MIN,8,2019,16.5,-16.5
1365,ARI,NO,8,2019,12.5,-12.5
1366,CIN,LAR,8,2019,12,-12
1367,LAC,CHI,8,2019,3.5,-3.5
1368,NYG,DET,8,2019,6.5,-6.5
1369,NYJ,JAC,8,2019,7,-7
1370,OAK,HOU,8,2019,5,-5
1371,PHI,BUF,8,2019,1,-1
1372,SEA,ATL,8,2019,-7.5,7.5
1373,TB,TEN,8,2019,2,-2
1374,CAR,SF,8,2019,4.5,-4.5
1375,CLE,NE,8,2019,9.5,-9.5
1376,DEN,IND,8,2019,6,-6
1377,GB,KC,8,2019,-5,5
1378,MIA,PIT,8,2019,14,-14
1379,MIA,HOU,8,2018,7.5,-7.5
1380,PHI,JAC,8,2018,-4,4
1381,BAL,CAR,8,2018,-2.5,2.5
1382,CLE,PIT,8,2018,8.5,-8.5
1383,DEN,KC,8,2018,8.5,-8.5
1384,NYJ,CHI,8,2018,8.5,-8.5
1385,SEA,DET,8,2018,3,-3
1386,TB,CIN,8,2018,3.5,-3.5
1387,WAS,NYG,8,2018,-1,1
1388,IND,OAK,8,2018,-3.5,3.5
1389,GB,LAR,8,2018,7.5,-7.5
1390,SF,ARI,8,2018,-2.5,2.5
1391,NO,MIN,8,2018,-2.5,2.5
1392,NE,BUF,8,2018,-13.5,13.5
1393,MIA,BAL,8,2017,3,-3
1394,MIN,CLE,8,2017,-11,11
1395,LAC,NE,8,2017,6.5,-6.5
1396,CHI,NO,8,2017,7.5,-7.5
1397,ATL,NYJ,8,2017,-6.5,6.5
1398,SF,PHI,8,2017,13,-13
1399,CAR,TB,8,2017,1.5,-1.5
1400,OAK,BUF,8,2017,2.5,-2.5
1401,IND,CIN,8,2017,11,-11
1402,HOU,SEA,8,2017,6,-6
1403,DAL,WAS,8,2017,-3,3
1404,PIT,DET,8,2017,-3,3
1405,DEN,KC,8,2017,7,-7
1406,JAC,TEN,8,2016,3,-3
1407,WAS,CIN,8,2016,3,-3
1408,NYJ,CLE,8,2016,-2.5,2.5
1409,SEA,NO,8,2016,-1,1
1410,NE,BUF,8,2016,-5.5,5.5
1411,GB,ATL,8,2016,3,-3
1412,OAK,TB,8,2016,1,-1
1413,KC,IND,8,2016,-3,3
1414,DET,HOU,8,2016,1,-1
1415,SD,DEN,8,2016,3.5,-3.5
1416,ARI,CAR,8,2016,2.5,-2.5
1417,PHI,DAL,8,2016,5,-5
1418,MIN,CHI,8,2016,-5.5,5.5
1419,MIA,NE,8,2015,8,-8
1420,DET,KC,8,2015,3,-3
1421,MIN,CHI,8,2015,-1,1
1422,ARI,CLE,8,2015,-7,7
1423,SD,BAL,8,2015,4.5,-4.5
1424,NYG,NO,8,2015,3,-3
1425,TEN,HOU,8,2015,3.5,-3.5
1426,CIN,PIT,8,2015,1,-1
1427,SF,STL,8,2015,8,-8
1428,TB,ATL,8,2015,8,-8
1429,NYJ,OAK,8,2015,-3,3
1430,SEA,DAL,8,2015,-4.5,4.5
1431,GB,DEN,8,2015,-2.5,2.5
1432,IND,CAR,8,2015,5,-5
1433,SD,DEN,8,2014,9,-9
1434,DET,ATL,8,2014,-3.5,3.5
1435,STL,KC,8,2014,7.5,-7.5
1436,HOU,TEN,8,2014,-3.5,3.5
1437,MIN,TB,8,2014,1,-1
1438,SEA,CAR,8,2014,-6,6
1439,BAL,CIN,8,2014,-2.5,2.5
1440,MIA,JAC,8,2014,-7,7
1441,CHI,NE,8,2014,5.5,-5.5
1442,BUF,NYJ,8,2014,3,-3
1443,PHI,ARI,8,2014,1,-1
1444,OAK,CLE,8,2014,6.5,-6.5
1445,IND,PIT,8,2014,-5,5
1446,GB,NO,8,2014,2,-2
1447,WAS,DAL,8,2014,9.5,-9.5
1448,CAR,TB,8,2013,-6.5,6.5
1449,SF,JAC,8,2013,-16,16
1450,CLE,KC,8,2013,7,-7
1451,MIA,NE,8,2013,6.5,-6.5
1452,BUF,NO,8,2013,10.5,-10.5
1453,DAL,DET,8,2013,3,-3
1454,NYG,PHI,8,2013,5.5,-5.5
1455,NYJ,CIN,8,2013,6,-6
1456,PIT,OAK,8,2013,-2.5,2.5
1457,ATL,ARI,8,2013,2.5,-2.5
1458,WAS,DEN,8,2013,11,-11
1459,GB,MIN,8,2013,-7,7
1460,SEA,STL,8,2013,-13,13
1461,TB,MIN,8,2012,5,-5
1462,SD,CLE,8,2012,-2.5,2.5
1463,SEA,DET,8,2012,3,-3
1464,JAC,GB,8,2012,15,-15
1465,MIA,NYJ,8,2012,1,-1
1466,CAR,CHI,8,2012,7,-7
1467,ATL,PHI,8,2012,1.5,-1.5
1468,IND,TEN,8,2012,3.5,-3.5
1469,NE,STL,8,2012,-7.5,7.5
1470,WAS,PIT,8,2012,4.5,-4.5
1471,OAK,KC,8,2012,1,-1
1472,NYG,DAL,8,2012,-1.5,1.5
1473,NO,DEN,8,2012,6.5,-6.5
1474,SF,ARI,8,2012,-7.5,7.5
1475,IND,TEN,8,2011,9,-9
1476,JAC,HOU,8,2011,9.5,-9.5
1477,MIN,CAR,8,2011,3.5,-3.5
1478,NO,STL,8,2011,-13.5,13.5
1479,ARI,BAL,8,2011,12.5,-12.5
1480,MIA,NYG,8,2011,9.5,-9.5
1481,WAS,BUF,8,2011,4.5,-4.5
1482,DET,DEN,8,2011,-3,3
1483,NE,PIT,8,2011,-2.5,2.5
1484,CLE,SF,8,2011,9,-9
1485,CIN,SEA,8,2011,-1,1
1486,DAL,PHI,8,2011,3,-3
1487,SD,KC,8,2011,-3,3
1488,DEN,SF,8,2010,2,-2
1489,JAC,DAL,8,2010,7,-7
1490,WAS,DET,8,2010,3,-3
1491,GB,NYJ,8,2010,7,-7
1492,CAR,STL,8,2010,3,-3
1493,MIA,CIN,8,2010,-1,1
1494,BUF,KC,8,2010,7,-7
1495,TEN,SD,8,2010,6,-6
1496,TB,ARI,8,2010,3,-3
1497,SEA,OAK,8,2010,2,-2
1498,MIN,NE,8,2010,5,-5
1499,PIT,NO,8,2010,1,-1
1500,HOU,IND,8,2010,5,-5
1501,DEN,BAL,8,2009,5,-5
1502,CLE,CHI,8,2009,11,-11
1503,HOU,BUF,8,2009,-3,3
1504,SF,IND,8,2009,13,-13
1505,MIA,NYJ,8,2009,4,-4
1506,STL,DET,8,2009,3,-3
1507,SEA,DAL,8,2009,10,-10
1508,NYG,PHI,8,2009,-3,3
1509,OAK,SD,8,2009,16,-16
1510,JAC,TEN,8,2009,3,-3
1511,MIN,GB,8,2009,3,-3
1512,CAR,ARI,8,2009,10,-10
1513,ATL,NO,8,2009,11,-11
1514,OAK,BAL,8,2008,9,-9
1515,SD,NO,8,2008,-3,3
1516,KC,NYJ,8,2008,14,-14
1517,BUF,MIA,8,2008,1,-1
1518,TB,DAL,8,2008,2,-2
1519,ATL,PHI,8,2008,10,-10
1520,STL,NE,8,2008,9,-9
1521,ARI,CAR,8,2008,5,-5
1522,WAS,DET,8,2008,-7,7
1523,CLE,JAC,8,2008,7,-7
1524,CIN,HOU,8,2008,9,-9
1525,NYG,PIT,8,2008,3,-3
1526,SEA,SF,8,2008,6,-6
1527,IND,TEN,8,2008,4,-4
1528,CLE,STL,8,2007,-3,3
1529,DET,CHI,8,2007,6,-6
1530,IND,CAR,8,2007,-7,7
1531,NYG,MIA,8,2007,-10,10
1532,PHI,MIN,8,2007,0,0
1533,PIT,CIN,8,2007,-4,4
1534,OAK,TEN,8,2007,7,-7
1535,BUF,NYJ,8,2007,3,-3
1536,HOU,SD,8,2007,10,-10
1537,JAC,TB,8,2007,4,-4
1538,NO,SF,8,2007,-2,2
1539,WAS,NE,8,2007,15,-15
1540,GB,DEN,8,2007,3,-3
1541,SF,ARI,9,2019,-10.5,10.5
1542,HOU,JAC,9,2019,1,-1
1543,CHI,PHI,9,2019,5,-5
1544,IND,PIT,9,2019,1,-1
1545,MIN,KC,9,2019,-5.5,5.5
1546,NYJ,MIA,9,2019,-3.5,3.5
1547,TEN,CAR,9,2019,3.5,-3.5
1548,WAS,BUF,9,2019,10.5,-10.5
1549,DET,OAK,9,2019,2.5,-2.5
1550,TB,SEA,9,2019,4,-4
1551,CLE,DEN,9,2019,-4,4
1552,GB,LAC,9,2019,-4,4
1553,NE,BAL,9,2019,-3,3
1554,DAL,NYG,9,2019,-6.5,6.5
1555,OAK,SF,9,2018,-1.5,1.5
1556,CHI,BUF,9,2018,-10.5,10.5
1557,PIT,BAL,9,2018,1.5,-1.5
1558,ATL,WAS,9,2018,1.5,-1.5
1559,DET,MIN,9,2018,4.5,-4.5
1560,KC,CLE,9,2018,-7.5,7.5
1561,NYJ,MIA,9,2018,3,-3
1562,TB,CAR,9,2018,6,-6
1563,HOU,DEN,9,2018,1,-1
1564,LAC,SEA,9,2018,1,-1
1565,LAR,NO,9,2018,-2.5,2.5
1566,GB,NE,9,2018,5,-5
1567,TEN,DAL,9,2018,4.5,-4.5
1568,BUF,NYJ,9,2017,-3,3
1569,IND,HOU,9,2017,6,-6
1570,ATL,CAR,9,2017,-3,3
1571,BAL,TEN,9,2017,3,-3
1572,TB,NO,9,2017,7,-7
1573,CIN,JAC,9,2017,6,-6
1574,LAR,NYG,9,2017,-5.5,5.5
1575,DEN,PHI,9,2017,7,-7
1576,WAS,SEA,9,2017,8,-8
1577,ARI,SF,9,2017,-2.5,2.5
1578,KC,DAL,9,2017,2,-2
1579,OAK,MIA,9,2017,-3,3
1580,DET,GB,9,2017,-2.5,2.5
1581,ATL,TB,9,2016,-4.5,4.5
1582,DAL,CLE,9,2016,-7,7
1583,PIT,BAL,9,2016,-3.5,3.5
1584,PHI,NYG,9,2016,3,-3
1585,DET,MIN,9,2016,4,-4
1586,NYJ,MIA,9,2016,3.5,-3.5
1587,JAC,KC,9,2016,7,-7
1588,NO,SF,9,2016,-5,5
1589,CAR,LA,9,2016,-3,3
1590,TEN,SD,9,2016,3.5,-3.5
1591,IND,GB,9,2016,7.5,-7.5
1592,DEN,OAK,9,2016,1,-1
1593,BUF,SEA,9,2016,5.5,-5.5
1594,CLE,CIN,9,2015,13,-13
1595,OAK,PIT,9,2015,6,-6
1596,GB,CAR,9,2015,-2,2
1597,WAS,NE,9,2015,13.5,-13.5
1598,TEN,NO,9,2015,7,-7
1599,JAC,NYJ,9,2015,7.5,-7.5
1600,STL,MIN,9,2015,2,-2
1601,MIA,BUF,9,2015,4,-4
1602,ATL,SF,9,2015,-9.5,9.5
1603,NYG,TB,9,2015,-1.5,1.5
1604,DEN,IND,9,2015,-3.5,3.5
1605,PHI,DAL,9,2015,-3,3
1606,CHI,SD,9,2015,3.5,-3.5
1607,NO,CAR,9,2014,-3,3
1608,TB,CLE,9,2014,7,-7
1609,ARI,DAL,9,2014,1.5,-1.5
1610,PHI,HOU,9,2014,-1.5,1.5
1611,NYJ,KC,9,2014,9.5,-9.5
1612,JAC,CIN,9,2014,10,-10
1613,SD,MIA,9,2014,3,-3
1614,WAS,MIN,9,2014,-1,1
1615,STL,SF,9,2014,10.5,-10.5
1616,DEN,NE,9,2014,-3,3
1617,OAK,SEA,9,2014,13.5,-13.5
1618,BAL,PIT,9,2014,2.5,-2.5
1619,IND,NYG,9,2014,-3,3
1620,CIN,MIA,9,2013,-3,3
1621,ATL,CAR,9,2013,10,-10
1622,MIN,DAL,9,2013,10,-10
1623,NO,NYJ,9,2013,-6,6
1624,TEN,STL,9,2013,-3,3
1625,KC,BUF,9,2013,-4.5,4.5
1626,SD,WAS,9,2013,1,-1
1627,PHI,OAK,9,2013,-1,1
1628,TB,SEA,9,2013,16,-16
1629,BAL,CLE,9,2013,-1,1
1630,PIT,NE,9,2013,5.5,-5.5
1631,IND,HOU,9,2013,-1,1
1632,CHI,GB,9,2013,10.5,-10.5
1633,KC,SD,9,2012,7.5,-7.5
1634,BAL,CLE,9,2012,-3.5,3.5
1635,ARI,GB,9,2012,10.5,-10.5
1636,BUF,HOU,9,2012,11,-11
1637,MIA,IND,9,2012,-2.5,2.5
1638,DEN,CIN,9,2012,-5,5
1639,DET,JAC,9,2012,-6,6
1640,CAR,WAS,9,2012,3,-3
1641,CHI,TEN,9,2012,-4.5,4.5
1642,TB,OAK,9,2012,1,-1
1643,MIN,SEA,9,2012,4.5,-4.5
1644,PIT,NYG,9,2012,3.5,-3.5
1645,DAL,ATL,9,2012,4.5,-4.5
1646,PHI,NO,9,2012,2.5,-2.5
1647,ATL,IND,9,2011,-6.5,6.5
1648,TB,NO,9,2011,9,-9
1649,CLE,HOU,9,2011,10.5,-10.5
1650,NYJ,BUF,9,2011,2.5,-2.5
1651,MIA,KC,9,2011,4,-4
1652,SF,WAS,9,2011,-4,4
1653,SEA,DAL,9,2011,11,-11
1654,DEN,OAK,9,2011,7,-7
1655,CIN,TEN,9,2011,1.5,-1.5
1656,STL,ARI,9,2011,2.5,-2.5
1657,NYG,NE,9,2011,9,-9
1658,GB,SD,9,2011,-5.5,5.5
1659,BAL,PIT,9,2011,3,-3
1660,CHI,PHI,9,2011,9,-9
1661,CHI,BUF,9,2010,-3,3
1662,SD,HOU,9,2010,-3,3
1663,NO,CAR,9,2010,-6,6
1664,ARI,MIN,9,2010,7,-7
1665,TB,ATL,9,2010,10,-10
1666,NYJ,DET,9,2010,-6,6
1667,MIA,BAL,9,2010,5,-5
1668,NE,CLE,9,2010,-4,4
1669,NYG,SEA,9,2010,-7,7
1670,KC,OAK,9,2010,0,0
1671,IND,PHI,9,2010,3,-3
1672,DAL,GB,9,2010,8,-8
1673,PIT,CIN,9,2010,-5,5
1674,KC,JAC,9,2009,7,-7
1675,BAL,CIN,9,2009,-3,3
1676,HOU,IND,9,2009,8,-8
1677,WAS,ATL,9,2009,9,-9
1678,GB,TB,9,2009,-10,10
1679,ARI,CHI,9,2009,3,-3
1680,MIA,NE,9,2009,11,-11
1681,CAR,NO,9,2009,12,-12
1682,DET,SEA,9,2009,11,-11
1683,TEN,SF,9,2009,4,-4
1684,SD,NYG,9,2009,5,-5
1685,DAL,PHI,9,2009,3,-3
1686,PIT,DEN,9,2009,-3,3
1687,HOU,MIN,9,2008,6,-6
1688,JAC,CIN,9,2008,-7,7
1689,TB,KC,9,2008,-10,10
1690,BAL,CLE,9,2008,3,-3
1691,NYJ,BUF,9,2008,6,-6
1692,ARI,STL,9,2008,-3,3
1693,DET,CHI,9,2008,13,-13
1694,GB,TEN,9,2008,3,-3
1695,MIA,DEN,9,2008,4,-4
1696,ATL,OAK,9,2008,-3,3
1697,DAL,NYG,9,2008,9,-9
1698,PHI,SEA,9,2008,-7,7
1699,NE,IND,9,2008,7,-7
1700,PIT,WAS,9,2008,3,-3
1701,WAS,NYJ,9,2007,-4,4
1702,GB,KC,9,2007,3,-3
1703,ARI,TB,9,2007,3,-3
1704,CAR,TEN,9,2007,6,-6
1705,SF,ATL,9,2007,4,-4
1706,DEN,DET,9,2007,3,-3
1707,CIN,BUF,9,2007,-2,2
1708,SD,MIN,9,2007,-7,7
1709,JAC,NO,9,2007,4,-4
1710,SEA,CLE,9,2007,2,-2
1711,NE,IND,9,2007,-4,4
1712,HOU,OAK,9,2007,3,-3
1713,DAL,PHI,9,2007,-3,3
1714,BAL,PIT,9,2007,9,-9
1715,LAC,OAK,10,2019,-1,1
1716,ARI,TB,10,2019,5.5,-5.5
1717,ATL,NO,10,2019,14,-14
1718,BAL,CIN,10,2019,-10.5,10.5
1719,BUF,CLE,10,2019,3,-3
1720,CAR,GB,10,2019,5,-5
1721,DET,CHI,10,2019,6,-6
1722,KC,TEN,10,2019,-5,5
1723,NYG,NYJ,10,2019,-3,3
1724,MIA,IND,10,2019,11,-11
1725,LAR,PIT,10,2019,-4,4
1726,MIN,DAL,10,2019,3.5,-3.5
1727,SEA,SF,10,2019,6.5,-6.5
1728,CAR,PIT,10,2018,3.5,-3.5
1729,ARI,KC,10,2018,16.5,-16.5
1730,BUF,NYJ,10,2018,6.5,-6.5
1731,JAC,IND,10,2018,3,-3
1732,NE,TEN,10,2018,-6,6
1733,NO,CIN,10,2018,-5.5,5.5
1734,WAS,TB,10,2018,3.5,-3.5
1735,ATL,CLE,10,2018,-5.5,5.5
1736,DET,CHI,10,2018,7.5,-7.5
1737,MIA,GB,10,2018,13,-13
1738,LAC,OAK,10,2018,-10.5,10.5
1739,SEA,LAR,10,2018,10,-10
1740,DAL,PHI,10,2018,7.5,-7.5
1741,NYG,SF,10,2018,3,-3
1742,SEA,ARI,10,2017,-6,6
1743,LAC,JAC,10,2017,5,-5
1744,NYJ,TB,10,2017,1,-1
1745,NO,BUF,10,2017,-2,2
1746,MIN,WAS,10,2017,-1,1
1747,CIN,TEN,10,2017,4.5,-4.5
1748,GB,CHI,10,2017,4.5,-4.5
1749,CLE,DET,10,2017,10.5,-10.5
1750,PIT,IND,10,2017,-10.5,10.5
1751,HOU,LAR,10,2017,12,-12
1752,DAL,ATL,10,2017,3.5,-3.5
1753,NYG,SF,10,2017,-3,3
1754,NE,DEN,10,2017,-7,7
1755,MIA,CAR,10,2017,8,-8
1756,CLE,BAL,10,2016,7.5,-7.5
1757,HOU,JAC,10,2016,3,-3
1758,KC,CAR,10,2016,3,-3
1759,LA,NYJ,10,2016,-1,1
1760,ATL,PHI,10,2016,2,-2
1761,GB,TEN,10,2016,-3,3
1762,MIN,WAS,10,2016,2.5,-2.5
1763,CHI,TB,10,2016,-2.5,2.5
1764,DEN,NO,10,2016,3,-3
1765,MIA,SD,10,2016,4,-4
1766,SF,ARI,10,2016,14,-14
1767,DAL,PIT,10,2016,3,-3
1768,SEA,NE,10,2016,7.5,-7.5
1769,CIN,NYG,10,2016,-1,1
1770,BUF,NYJ,10,2015,2.5,-2.5
1771,DET,GB,10,2015,10.5,-10.5
1772,JAC,BAL,10,2015,4,-4
1773,CHI,STL,10,2015,7.5,-7.5
1774,CLE,PIT,10,2015,7,-7
1775,CAR,TEN,10,2015,-3.5,3.5
1776,NO,WAS,10,2015,-1,1
1777,DAL,TB,10,2015,-1,1
1778,MIA,PHI,10,2015,5.5,-5.5
1779,MIN,OAK,10,2015,3,-3
1780,KC,DEN,10,2015,4,-4
1781,NE,NYG,10,2015,-7,7
1782,ARI,SEA,10,2015,3,-3
1783,HOU,CIN,10,2015,10,-10
1784,CLE,CIN,10,2014,6.5,-6.5
1785,KC,BUF,10,2014,2,-2
1786,MIA,DET,10,2014,3,-3
1787,DAL,JAC,10,2014,-7.5,7.5
1788,SF,NO,10,2014,6,-6
1789,TEN,BAL,10,2014,10.5,-10.5
1790,PIT,NYJ,10,2014,-4.5,4.5
1791,ATL,TB,10,2014,-3.5,3.5
1792,DEN,OAK,10,2014,-13,13
1793,STL,ARI,10,2014,7,-7
1794,NYG,SEA,10,2014,9,-9
1795,CHI,GB,10,2014,9.5,-9.5
1796,CAR,PHI,10,2014,7,-7
1797,WAS,MIN,10,2013,-1,1
1798,CIN,BAL,10,2013,1,-1
1799,DET,CHI,10,2013,-1,1
1800,PHI,GB,10,2013,-1,1
1801,STL,IND,10,2013,7.5,-7.5
1802,SEA,ATL,10,2013,-3.5,3.5
1803,OAK,NYG,10,2013,7.5,-7.5
1804,JAC,TEN,10,2013,11.5,-11.5
1805,BUF,PIT,10,2013,3,-3
1806,CAR,SF,10,2013,6,-6
1807,HOU,ARI,10,2013,4,-4
1808,DEN,SD,10,2013,-7,7
1809,DAL,NO,10,2013,6,-6
1810,MIA,TB,10,2013,-1,1
1811,IND,JAC,10,2012,-3,3
1812,DEN,CAR,10,2012,-3.5,3.5
1813,NYG,CIN,10,2012,-3.5,3.5
1814,TEN,MIA,10,2012,6.5,-6.5
1815,DET,MIN,10,2012,-3,3
1816,OAK,BAL,10,2012,7.5,-7.5
1817,BUF,NE,10,2012,13.5,-13.5
1818,SD,TB,10,2012,3,-3
1819,ATL,NO,10,2012,-1,1
1820,NYJ,SEA,10,2012,5.5,-5.5
1821,DAL,PHI,10,2012,-1,1
1822,STL,SF,10,2012,13,-13
1823,HOU,CHI,10,2012,1,-1
1824,KC,PIT,10,2012,12.5,-12.5
1825,OAK,SD,10,2011,7,-7
1826,PIT,CIN,10,2011,-3.5,3.5
1827,DEN,KC,10,2011,3,-3
1828,JAC,IND,10,2011,-3,3
1829,BUF,DAL,10,2011,4.5,-4.5
1830,HOU,TB,10,2011,-3.5,3.5
1831,TEN,CAR,10,2011,3.5,-3.5
1832,WAS,MIA,10,2011,4,-4
1833,NO,ATL,10,2011,1,-1
1834,STL,CLE,10,2011,2.5,-2.5
1835,BAL,SEA,10,2011,-7,7
1836,DET,CHI,10,2011,2.5,-2.5
1837,NYG,SF,10,2011,4,-4
1838,NE,NYJ,10,2011,2.5,-2.5
1839,ARI,PHI,10,2011,13.5,-13.5
1840,MIN,GB,10,2011,12.5,-12.5
1841,BAL,ATL,10,2010,2,-2
1842,CIN,IND,10,2010,7,-7
1843,HOU,JAC,10,2010,0,0
1844,TEN,MIA,10,2010,2,-2
1845,MIN,CHI,10,2010,0,0
1846,DET,BUF,10,2010,2,-2
1847,NYJ,CLE,10,2010,-3,3
1848,CAR,TB,10,2010,7,-7
1849,KC,DEN,10,2010,0,0
1850,STL,SF,10,2010,5,-5
1851,SEA,ARI,10,2010,3,-3
1852,DAL,NYG,10,2010,13,-13
1853,NE,PIT,10,2010,4,-4
1854,PHI,WAS,10,2010,-3,3
1855,CHI,SF,10,2009,3,-3
1856,JAC,NYJ,10,2009,7,-7
1857,DEN,WAS,10,2009,-3,3
1858,CIN,PIT,10,2009,7,-7
1859,BUF,TEN,10,2009,8,-8
1860,DET,MIN,10,2009,17,-17
1861,NO,STL,10,2009,-14,14
1862,ATL,CAR,10,2009,-1,1
1863,TB,MIA,10,2009,10,-10
1864,KC,OAK,10,2009,3,-3
1865,SEA,ARI,10,2009,8,-8
1866,PHI,SD,10,2009,1,-1
1867,DAL,GB,10,2009,-3,3
1868,NE,IND,10,2009,3,-3
1869,BAL,CLE,10,2009,-11,11
1870,DEN,CLE,10,2008,3,-3
1871,JAC,DET,10,2008,-6,6
1872,TEN,CHI,10,2008,-3,3
1873,BUF,NE,10,2008,4,-4
1874,NO,ATL,10,2008,2,-2
1875,STL,NYJ,10,2008,10,-10
1876,SEA,MIA,10,2008,8,-8
1877,GB,MIN,10,2008,3,-3
1878,BAL,HOU,10,2008,3,-3
1879,CAR,OAK,10,2008,-10,10
1880,KC,SD,10,2008,15,-15
1881,IND,PIT,10,2008,3,-3
1882,NYG,PHI,10,2008,3,-3
1883,SF,ARI,10,2008,10,-10
1884,JAC,TEN,10,2007,5,-5
1885,DEN,KC,10,2007,3,-3
1886,BUF,MIA,10,2007,-3,3
1887,CLE,PIT,10,2007,9,-9
1888,STL,NO,10,2007,10,-10
1889,ATL,CAR,10,2007,3,-3
1890,PHI,WAS,10,2007,3,-3
1891,MIN,GB,10,2007,6,-6
1892,CIN,BAL,10,2007,3,-3
1893,CHI,OAK,10,2007,-4,4
1894,DAL,NYG,10,2007,-2,2
1895,DET,ARI,10,2007,3,-3
1896,IND,SD,10,2007,-4,4
1897,SF,SEA,10,2007,9,-9
1898,PIT,CLE,11,2019,3,-3
1899,ATL,CAR,11,2019,3.5,-3.5
1900,BUF,MIA,11,2019,-7,7
1901,DAL,DET,11,2019,-7.5,7.5
1902,DEN,MIN,11,2019,10,-10
1903,HOU,BAL,11,2019,4,-4
1904,JAC,IND,11,2019,2.5,-2.5
1905,NO,TB,11,2019,-5,5
1906,NYJ,WAS,11,2019,1,-1
1907,ARI,SF,11,2019,10,-10
1908,CIN,OAK,11,2019,13,-13
1909,NE,PHI,11,2019,-4.5,4.5
1910,CHI,LAR,11,2019,5,-5
1911,KC,LAC,11,2019,-5.5,5.5
1912,GB,SEA,11,2018,3,-3
1913,CAR,DET,11,2018,-4,4
1914,CIN,BAL,11,2018,6.5,-6.5
1915,DAL,ATL,11,2018,3.5,-3.5
1916,HOU,WAS,11,2018,-3,3
1917,MIN,CHI,11,2018,2.5,-2.5
1918,PHI,NO,11,2018,7,-7
1919,TB,NYG,11,2018,3,-3
1920,TEN,IND,11,2018,2,-2
1921,DEN,LAC,11,2018,7.5,-7.5
1922,OAK,ARI,11,2018,4.5,-4.5
1923,PIT,JAC,11,2018,-4,4
1924,KC,LAR,11,2018,3,-3
1925,TEN,PIT,11,2017,7,-7
1926,LAR,MIN,11,2017,1,-1
1927,DET,CHI,11,2017,-3,3
1928,KC,NYG,11,2017,-10,10
1929,WAS,NO,11,2017,9.5,-9.5
1930,JAC,CLE,11,2017,-7.5,7.5
1931,BAL,GB,11,2017,-2.5,2.5
1932,ARI,HOU,11,2017,2.5,-2.5
1933,BUF,LAC,11,2017,7,-7
1934,CIN,DEN,11,2017,2.5,-2.5
1935,NE,OAK,11,2017,-7,7
1936,PHI,DAL,11,2017,-6,6
1937,ATL,SEA,11,2017,1,-1
1938,NO,CAR,11,2016,3.5,-3.5
1939,CHI,NYG,11,2016,7,-7
1940,ARI,MIN,11,2016,2,-2
1941,BAL,DAL,11,2016,7,-7
1942,TEN,IND,11,2016,3,-3
1943,BUF,CIN,11,2016,2.5,-2.5
1944,PIT,CLE,11,2016,-8,8
1945,JAC,DET,11,2016,5.5,-5.5
1946,TB,KC,11,2016,7,-7
1947,MIA,LA,11,2016,1,-1
1948,PHI,SEA,11,2016,6.5,-6.5
1949,NE,SF,11,2016,-10.5,10.5
1950,GB,WAS,11,2016,2.5,-2.5
1951,HOU,OAK,11,2016,6.5,-6.5
1952,TEN,JAC,11,2015,3,-3
1953,STL,BAL,11,2015,3,-3
1954,WAS,CAR,11,2015,7,-7
1955,DEN,CHI,11,2015,-2.5,2.5
1956,OAK,DET,11,2015,-2,2
1957,GB,MIN,11,2015,-1,1
1958,IND,ATL,11,2015,3.5,-3.5
1959,DAL,MIA,11,2015,-2.5,2.5
1960,TB,PHI,11,2015,7,-7
1961,NYJ,HOU,11,2015,-4,4
1962,CIN,ARI,11,2015,4,-4
1963,SF,SEA,11,2015,14,-14
1964,KC,SD,11,2015,-3,3
1965,BUF,NE,11,2015,7,-7
1966,BUF,MIA,11,2014,4,-4
1967,MIN,CHI,11,2014,2.5,-2.5
1968,HOU,CLE,11,2014,4.5,-4.5
1969,PHI,GB,11,2014,4.5,-4.5
1970,SEA,KC,11,2014,-1,1
1971,ATL,CAR,11,2014,-2.5,2.5
1972,CIN,NO,11,2014,8.5,-8.5
1973,TB,WAS,11,2014,6.5,-6.5
1974,DEN,STL,11,2014,-8,8
1975,SF,NYG,11,2014,-4,4
1976,OAK,SD,11,2014,10,-10
