,Game,Week,Road Closing Spread,Home Closing Spread
2348,WAS 23 @ ARI 31,13,2.5,-2.5
2349,NYG 14 @ PIT 24,13,7,-7
2350,CAR 7 @ SEA 40,13,8.5,-8.5
2351,IND 41 @ NYJ 10,13,1,-1
2352,GB 27 @ DET 23,13,-2.5,2.5
2353,SEA 38 @ MIN 7,13,-2.5,2.5
2354,CIN 37 @ CLE 3,13,-7.5,7.5
2355,BAL 13 @ MIA 15,13,3.5,-3.5
2356,HOU 21 @ BUF 30,13,3,-3
2357,SF 26 @ CHI 20,13,6,-6
2358,JAC 39 @ TEN 42,13,3,-3
2359,ATL 19 @ TB 23,13,1,-1
2360,ARI 27 @ STL 3,13,-3.5,3.5
2361,NYJ 23 @ NYG 20,13,-2,2
2362,CAR 41 @ NO 38,13,-5.5,5.5
2363,DEN 17 @ SD 3,13,-6,6
2364,KC 34 @ OAK 20,13,-3,3
2365,PHI 35 @ NE 28,13,9.5,-9.5
2366,IND 10 @ PIT 45,13,10,-10
2367,DAL 19 @ WAS 16,13,2,-2
2368,CHI 17 @ DET 34,13,7.5,-7.5
2369,PHI 33 @ DAL 10,13,3,-3
2370,SEA 19 @ SF 3,13,1,-1
2371,WAS 27 @ IND 49,13,7.5,-7.5
2372,TEN 21 @ HOU 45,13,7,-7
2373,CLE 10 @ BUF 26,13,3,-3
2374,SD 34 @ BAL 33,13,6.5,-6.5
2375,NYG 24 @ JAC 25,13,-3,3
2376,CIN 14 @ TB 13,13,-6,6
2377,OAK 0 @ STL 52,13,6.5,-6.5
2378,NO 35 @ PIT 32,13,3.5,-3.5
2379,CAR 13 @ MIN 31,13,2.5,-2.5
2380,ARI 18 @ ATL 29,13,-1.5,1.5
2381,NE 21 @ GB 26,13,3,-3
2382,DEN 29 @ KC 16,13,1,-1
2383,MIA 16 @ NYJ 13,13,-6.5,6.5
2384,GB 10 @ DET 40,13,7,-7
2385,OAK 24 @ DAL 31,13,10,-10
2386,PIT 20 @ BAL 22,13,3,-3
2387,DEN 35 @ KC 28,13,-5,5
2388,TEN 14 @ IND 22,13,3.5,-3.5
2389,JAC 32 @ CLE 28,13,7.5,-7.5
2390,TB 6 @ CAR 27,13,7.5,-7.5
2391,CHI 20 @ MIN 23,13,2.5,-2.5
2392,ARI 21 @ PHI 24,13,3.5,-3.5
2393,MIA 23 @ NYJ 3,13,-1,1
2394,ATL 34 @ BUF 31,13,5,-5
2395,STL 13 @ SF 23,13,7.5,-7.5
2396,NE 34 @ HOU 31,13,-7,7
2397,CIN 17 @ SD 10,13,-2.5,2.5
2398,NYG 24 @ WAS 17,13,1,-1
2399,NO 7 @ SEA 34,13,6.5,-6.5
2400,NO 13 @ ATL 23,13,3.5,-3.5
2401,JAC 18 @ BUF 34,13,6,-6
2402,HOU 24 @ TEN 10,13,-7,7
2403,SF 13 @ STL 16,13,-7,7
2404,ARI 6 @ NYJ 7,13,6,-6
2405,NE 23 @ MIA 16,13,-7,7
2406,CAR 21 @ KC 27,13,-5,5
2407,SEA 23 @ CHI 17,13,3,-3
2408,IND 35 @ DET 33,13,7,-7
2409,MIN 14 @ GB 23,13,7,-7
2410,TB 23 @ DEN 31,13,9.5,-9.5
2411,PIT 23 @ BAL 20,13,7,-7
2412,CIN 20 @ SD 13,13,1,-1
2413,CLE 20 @ OAK 17,13,-2.5,2.5
2414,PHI 33 @ DAL 38,13,10.5,-10.5
2415,NYG 16 @ WAS 17,13,-2.5,2.5
2416,PHI 14 @ SEA 31,13,-3,3
2417,TEN 23 @ BUF 17,13,1,-1
2418,KC 10 @ CHI 3,13,9,-9
2419,BAL 24 @ CLE 10,13,-7,7
2420,OAK 14 @ MIA 34,13,3.5,-3.5
2421,DET 17 @ NO 31,13,9,-9
2422,CIN 7 @ PIT 35,13,7,-7
2423,CAR 38 @ TB 19,13,-1,1
2424,NYJ 34 @ WAS 19,13,-3,3
2425,ATL 10 @ HOU 17,13,-1,1
2426,DEN 35 @ MIN 32,13,1,-1
2427,STL 0 @ SF 26,13,14,-14
2428,GB 38 @ NYG 35,13,-7,7
2429,DAL 13 @ ARI 19,13,-4,4
2430,IND 24 @ NE 31,13,20.5,-20.5
2431,SD 38 @ JAC 14,13,-3,3
2432,HOU 24 @ PHI 34,13,8,-8
2433,BUF 14 @ MIN 38,13,6,-6
2434,CLE 13 @ MIA 10,13,6,-6
2435,JAC 17 @ TEN 6,13,3,-3
2436,DEN 6 @ KC 10,13,8,-8
2437,WAS 7 @ NYG 31,13,8,-8
2438,CHI 24 @ DET 20,13,-5,5
2439,SF 16 @ GB 34,13,9,-9
2440,NO 34 @ CIN 30,13,-7,7
2441,OAK 28 @ SD 13,13,13,-13
2442,ATL 28 @ TB 24,13,-3,3
2443,CAR 14 @ SEA 31,13,5,-5
2444,DAL 38 @ IND 35,13,6,-6
2445,STL 19 @ ARI 6,13,-3,3
2446,PIT 13 @ BAL 10,13,3,-3
2447,NYJ 3 @ NE 45,13,4,-4
2448,NYJ 19 @ BUF 13,13,-4,4
2449,DEN 44 @ KC 13,13,-6,6
2450,OAK 27 @ PIT 24,13,15,-15
2451,HOU 18 @ JAC 23,13,-1,1
2452,TEN 17 @ IND 27,13,6,-6
2453,PHI 34 @ ATL 7,13,-4,4
2454,DET 13 @ CIN 23,13,14,-14
2455,NO 33 @ WAS 30,13,-8,8
2456,TB 6 @ CAR 16,13,3,-3
2457,STL 9 @ CHI 17,13,9,-9
2458,NE 21 @ MIA 22,13,-5,5
2459,SD 30 @ CLE 23,13,-14,14
2460,SF 17 @ SEA 20,13,1,-1
2461,DAL 24 @ NYG 31,13,-1,1
2462,MIN 17 @ ARI 30,13,-3,3
2463,BAL 14 @ GB 27,13,4,-4
2464,TEN 47 @ DET 10,13,-11,11
2465,SEA 9 @ DAL 34,13,12,-12
2466,ARI 20 @ PHI 48,13,3,-3
2467,SF 10 @ BUF 3,13,7,-7
2468,NO 20 @ TB 23,13,4,-4
2469,CAR 35 @ GB 31,13,3,-3
2470,NYG 23 @ WAS 7,13,-4,4
2471,MIA 16 @ STL 12,13,-7,7
2472,BAL 34 @ CIN 3,13,-7,7
2473,IND 10 @ CLE 6,13,-4,4
2474,ATL 22 @ SD 16,13,7,-7
2475,DEN 34 @ NYJ 17,13,8,-8
2476,PIT 33 @ NE 10,13,3,-3
2477,KC 20 @ OAK 13,13,3,-3
2478,CHI 14 @ MIN 34,13,5,-5
2479,JAC 17 @ HOU 30,13,3,-3
2480,GB 27 @ DAL 37,13,7,-7
2481,ATL 16 @ STL 28,13,3,-3
2482,BUF 17 @ WAS 16,13,7,-7
2483,DET 10 @ MIN 42,13,6,-6
2484,HOU 20 @ TEN 28,13,3,-3
2485,JAC 25 @ IND 28,13,7,-7
2486,SD 24 @ KC 10,13,-6,6
2487,SEA 28 @ PHI 24,13,3,-3
2488,SF 14 @ CAR 31,13,3,-3
2489,NYJ 40 @ MIA 13,13,2,-2
2490,CLE 21 @ ARI 27,13,0,0
2491,DEN 20 @ OAK 34,13,-4,4
2492,TB 27 @ NO 23,13,6,-6
2493,NYG 21 @ CHI 16,13,0,0
2494,CIN 10 @ PIT 24,13,7,-7
2495,NE 27 @ BAL 24,13,-20,20
2496,DAL 24 @ CHI 31,14,-3,3
2497,BAL 24 @ BUF 17,14,-6.5,6.5
2498,CAR 20 @ ATL 40,14,3.5,-3.5
2499,CIN 19 @ CLE 27,14,6.5,-6.5
2500,DEN 38 @ HOU 24,14,8,-8
2501,DET 7 @ MIN 20,14,12,-12
2502,IND 35 @ TB 38,14,3,-3
2503,MIA 21 @ NYJ 22,14,5,-5
2504,SF 48 @ NO 46,14,1,-1
2505,WAS 15 @ GB 20,14,13,-13
2506,LAC 45 @ JAC 10,14,-3.5,3.5
2507,KC 23 @ NE 16,14,3,-3
2508,PIT 23 @ ARI 17,14,-2.5,2.5
2509,TEN 42 @ OAK 21,14,-3,3
2510,SEA 12 @ LAR 28,14,1,-1
2511,NYG 17 @ PHI 23,14,9.5,-9.5
2512,JAC 9 @ TEN 30,14,5.5,-5.5
2513,ATL 20 @ GB 34,14,4,-4
2514,BAL 24 @ KC 27,14,6.5,-6.5
2515,CAR 20 @ CLE 26,14,-1,1
2516,IND 24 @ HOU 21,14,4,-4
2517,LAR 6 @ CHI 15,14,-3,3
2518,NE 33 @ MIA 34,14,-8.5,8.5
2519,NO 28 @ TB 14,14,-8.5,8.5
2520,NYG 40 @ WAS 16,14,-3,3
2521,NYJ 27 @ BUF 23,14,4.5,-4.5
2522,CIN 21 @ LAC 26,14,17,-17
2523,DEN 14 @ SF 20,14,-3,3
2524,DET 17 @ ARI 3,14,-2.5,2.5
2525,PHI 23 @ DAL 29,14,3.5,-3.5
2526,PIT 21 @ OAK 24,14,-10.5,10.5
2527,MIN 7 @ SEA 21,14,3,-3
2528,NO 17 @ ATL 20,14,2.5,-2.5
2529,OAK 15 @ KC 26,14,4.5,-4.5
2530,IND 7 @ BUF 13,14,3.5,-3.5
2531,DET 24 @ TB 21,14,0,0
2532,MIN 24 @ CAR 31,14,-2.5,2.5
2533,CHI 33 @ CIN 7,14,6,-6
2534,GB 27 @ CLE 21,14,-2.5,2.5
2535,SF 26 @ HOU 16,14,1,-1
2536,SEA 24 @ JAC 30,14,3,-3
2537,TEN 7 @ ARI 12,14,-2.5,2.5
2538,NYJ 0 @ DEN 23,14,-1,1
2539,WAS 13 @ LAC 30,14,6,-6
2540,PHI 43 @ LAR 35,14,-1,1
2541,DAL 30 @ NYG 10,14,-4,4
2542,BAL 38 @ PIT 39,14,6,-6
2543,NE 20 @ MIA 27,14,-10,10
2544,OAK 13 @ KC 21,14,3.5,-3.5
2545,PIT 27 @ BUF 20,14,-1,1
2546,HOU 22 @ IND 17,14,6.5,-6.5
2547,WAS 27 @ PHI 22,14,-1.5,1.5
2548,DEN 10 @ TEN 13,14,2,-2
2549,NO 11 @ TB 16,14,2,-2
2550,SD 16 @ CAR 28,14,1,-1
2551,CIN 23 @ CLE 10,14,-4,4
2552,CHI 17 @ DET 20,14,7.5,-7.5
2553,MIN 25 @ JAC 16,14,-3,3
2554,ARI 23 @ MIA 26,14,-2,2
2555,NYJ 23 @ SF 17,14,3,-3
2556,SEA 10 @ GB 38,14,-3,3
2557,ATL 42 @ LA 14,14,-4.5,4.5
2558,DAL 7 @ NYG 10,14,-3.5,3.5
2559,BAL 23 @ NE 30,14,6,-6
2560,MIN 20 @ ARI 23,14,10,-10
2561,ATL 0 @ CAR 30,14,8.5,-8.5
2562,BUF 20 @ PHI 23,14,1,-1
2563,NE 27 @ HOU 6,14,-4,4
2564,PIT 33 @ CIN 20,14,1,-1
2565,WAS 24 @ CHI 21,14,4,-4
2566,SF 10 @ CLE 24,14,2.5,-2.5
2567,IND 16 @ JAC 51,14,1,-1
2568,SD 3 @ KC 10,14,11.5,-11.5
2569,TEN 8 @ NYJ 30,14,8,-8
2570,DET 14 @ STL 21,14,-3,3
2571,NO 24 @ TB 17,14,6,-6
2572,OAK 15 @ DEN 12,14,6,-6
2573,DAL 7 @ GB 28,14,6,-6
2574,SEA 35 @ BAL 6,14,-10.5,10.5
2575,NYG 31 @ MIA 24,14,-2.5,2.5
2576,DAL 41 @ CHI 28,14,-3.5,3.5
2577,PIT 42 @ CIN 21,14,3,-3
2578,STL 24 @ WAS 0,14,-2.5,2.5
2579,NYG 36 @ TEN 7,14,-3,3
2580,CAR 41 @ NO 10,14,8.5,-8.5
2581,NYJ 24 @ MIN 30,14,4.5,-4.5
2582,BAL 28 @ MIA 13,14,3,-3
2583,IND 25 @ CLE 24,14,-3,3
2584,TB 17 @ DET 34,14,10.5,-10.5
2585,HOU 27 @ JAC 13,14,-6.5,6.5
2586,BUF 17 @ DEN 24,14,9,-9
2587,KC 14 @ ARI 17,14,-2.5,2.5
2588,SEA 24 @ PHI 14,14,-1.5,1.5
2589,SF 13 @ OAK 24,14,-8,8
2590,NE 23 @ SD 14,14,-4,4
2591,ATL 37 @ GB 43,14,13.5,-13.5
2592,HOU 20 @ JAC 27,14,-3,3
2593,MIN 26 @ BAL 29,14,6,-6
2594,KC 45 @ WAS 10,14,-3.5,3.5
2595,BUF 6 @ TB 27,14,3,-3
2596,MIA 34 @ PIT 28,14,3,-3
2597,DET 20 @ PHI 34,14,2.5,-2.5
2598,OAK 27 @ NYJ 37,14,3,-3
2599,IND 28 @ CIN 42,14,7,-7
2600,CLE 26 @ NE 27,14,9.5,-9.5
2601,CAR 13 @ NO 31,14,3,-3
2602,TEN 28 @ DEN 51,14,13,-13
2603,STL 10 @ ARI 30,14,4,-4
2604,SEA 17 @ SF 19,14,2.5,-2.5
2605,NYG 14 @ SD 37,14,4.5,-4.5
2606,ATL 21 @ GB 22,14,3.5,-3.5
2607,DAL 28 @ CHI 45,14,2,-2
2608,DEN 26 @ OAK 13,14,-10,10
2609,STL 15 @ BUF 12,14,3.5,-3.5
2610,BAL 28 @ WAS 31,14,1,-1
2611,PHI 23 @ TB 21,14,8,-8
2612,SD 34 @ PIT 24,14,7,-7
2613,CHI 14 @ MIN 21,14,-1,1
2614,ATL 20 @ CAR 30,14,-3,3
2615,DAL 20 @ CIN 19,14,3.5,-3.5
2616,KC 7 @ CLE 30,14,7,-7
2617,TEN 23 @ IND 27,14,3.5,-3.5
2618,NYJ 17 @ JAC 10,14,-3,3
2619,MIA 13 @ SF 27,14,10.5,-10.5
2620,ARI 0 @ SEA 58,14,10.5,-10.5
2621,NO 27 @ NYG 52,14,4,-4
2622,DET 20 @ GB 27,14,6,-6
2623,HOU 14 @ NE 42,14,5.5,-5.5
2624,CLE 3 @ PIT 14,14,14,-14
2625,TB 14 @ JAC 41,14,-3,3
2626,NE 34 @ WAS 27,14,-7.5,7.5
2627,HOU 20 @ CIN 19,14,2.5,-2.5
2628,KC 10 @ NYJ 37,14,10.5,-10.5
2629,MIN 28 @ DET 34,14,10,-10
2630,NO 22 @ TEN 17,14,-3.5,3.5
2631,PHI 26 @ MIA 10,14,3,-3
2632,IND 10 @ BAL 24,14,16.5,-16.5
2633,ATL 31 @ CAR 23,14,-3,3
2634,CHI 10 @ DEN 13,14,3.5,-3.5
2635,SF 19 @ ARI 21,14,-3.5,3.5
2636,OAK 16 @ GB 46,14,11.5,-11.5
2637,BUF 10 @ SD 37,14,7,-7
2638,NYG 37 @ DAL 34,14,4.5,-4.5
2639,STL 13 @ SEA 30,14,9,-9
2640,IND 30 @ TEN 28,14,-3,3
2641,OAK 31 @ JAC 38,14,3,-3
2642,CIN 7 @ PIT 23,14,8,-8
2643,CLE 6 @ BUF 13,14,1,-1
2644,GB 3 @ DET 7,14,-7,7
2645,ATL 31 @ CAR 10,14,-7,7
2646,TB 17 @ WAS 16,14,-1,1
2647,STL 13 @ NO 31,14,9,-9
2648,SEA 21 @ SF 40,14,5,-5
2649,NE 36 @ CHI 7,14,-3,3
2650,MIA 10 @ NYJ 6,14,5,-5
2651,DEN 13 @ ARI 43,14,-4,4
2652,KC 0 @ SD 31,14,10,-10
2653,PHI 30 @ DAL 27,14,-4,4
2654,NYG 21 @ MIN 3,14,-5,5
2655,BAL 34 @ HOU 28,14,-3,3
2656,PIT 6 @ CLE 13,14,-10,10
2657,DEN 16 @ IND 28,14,7,-7
2658,CIN 10 @ MIN 30,14,6,-6
2659,NYJ 26 @ TB 3,14,-4,4
2660,BUF 16 @ KC 10,14,-3,3
2661,GB 21 @ CHI 14,14,-4,4
2662,NO 26 @ ATL 23,14,-10,10
2663,DET 3 @ BAL 48,14,14,-14
2664,MIA 14 @ JAC 10,14,2,-2
2665,CAR 10 @ NE 20,14,13,-13
2666,SEA 7 @ HOU 34,14,7,-7
2667,STL 7 @ TEN 47,14,14,-14
2668,WAS 34 @ OAK 13,14,-2,2
2669,SD 20 @ DAL 17,14,3,-3
2670,PHI 45 @ NYG 38,14,-1,1
2671,ARI 9 @ SF 24,14,-4,4
2672,OAK 7 @ SD 34,14,9,-9
2673,CIN 3 @ IND 35,14,14,-14
2674,JAC 10 @ CHI 23,14,7,-7
2675,HOU 24 @ GB 21,14,7,-7
2676,CLE 9 @ TEN 28,14,14,-14
2677,MIN 20 @ DET 16,14,-11,11
2678,PHI 20 @ NYG 14,14,6,-6
2679,ATL 25 @ NO 29,14,3,-3
2680,NYJ 14 @ SF 24,14,-6,6
2681,MIA 16 @ BUF 3,14,2,-2
2682,KC 17 @ DEN 24,14,9,-9
2683,NE 24 @ SEA 21,14,-8,8
2684,STL 10 @ ARI 34,14,15,-15
2685,DAL 13 @ PIT 20,14,4,-4
2686,WAS 10 @ BAL 24,14,6,-6
2687,TB 23 @ CAR 38,14,3,-3
2688,CHI 16 @ WAS 24,14,3,-3
2689,CAR 6 @ JAC 37,14,11,-11
2690,DAL 28 @ DET 27,14,-11,11
2691,MIA 17 @ BUF 38,14,7,-7
2692,NYG 16 @ PHI 13,14,3,-3
2693,OAK 7 @ GB 38,14,10,-10
2694,SD 23 @ TEN 17,14,-2,2
2695,STL 10 @ CIN 19,14,10,-10
2696,TB 14 @ HOU 28,14,-3,3
2697,ARI 21 @ SEA 42,14,8,-8
2698,MIN 27 @ SF 7,14,-8,8
2699,PIT 13 @ NE 34,14,11,-11
2700,CLE 24 @ NYJ 18,14,-3,3
2701,KC 7 @ DEN 41,14,8,-8
2702,IND 44 @ BAL 20,14,-9,9
2703,NO 34 @ ATL 14,14,-4,4
2704,NYJ 21 @ BAL 42,15,17,-17
2705,BUF 17 @ PIT 10,15,1,-1
2706,CHI 13 @ GB 21,15,4,-4
2707,DEN 3 @ KC 23,15,10,-10
2708,HOU 24 @ TEN 21,15,3,-3
2709,MIA 20 @ NYG 36,15,3.5,-3.5
2710,NE 34 @ CIN 13,15,-10.5,10.5
2711,PHI 37 @ WAS 27,15,-7,7
2712,SEA 30 @ CAR 24,15,-6,6
2713,TB 38 @ DET 17,15,-5.5,5.5
2714,CLE 24 @ ARI 38,15,-3,3
2715,JAC 20 @ OAK 16,15,7,-7
2716,ATL 29 @ SF 22,15,10.5,-10.5
2717,LAR 21 @ DAL 44,15,-1,1
2718,MIN 39 @ LAC 10,15,-1,1
2719,IND 7 @ NO 34,15,8,-8
2720,LAC 29 @ KC 28,15,3.5,-3.5
2721,CLE 17 @ DEN 16,15,1,-1
2722,HOU 29 @ NYJ 22,15,-7,7
2723,DAL 0 @ IND 23,15,3,-3
2724,MIA 17 @ MIN 41,15,7.5,-7.5
2725,OAK 16 @ CIN 30,15,3,-3
2726,TEN 17 @ NYG 0,15,-2.5,2.5
2727,WAS 16 @ JAC 13,15,7.5,-7.5
2728,ARI 14 @ ATL 40,15,10,-10
2729,DET 13 @ BUF 14,15,2.5,-2.5
2730,GB 17 @ CHI 24,15,6,-6
2731,TB 12 @ BAL 20,15,8.5,-8.5
2732,SEA 23 @ SF 26,15,-3.5,3.5
2733,NE 10 @ PIT 17,15,-2.5,2.5
2734,PHI 30 @ LAR 23,15,13.5,-13.5
2735,NO 12 @ CAR 9,15,-6,6
2736,DEN 25 @ IND 13,15,-3,3
2737,CHI 10 @ DET 20,15,5,-5
2738,LAC 13 @ KC 30,15,1,-1
2739,BAL 27 @ CLE 10,15,-6.5,6.5
2740,HOU 7 @ JAC 45,15,10.5,-10.5
2741,CIN 7 @ MIN 34,15,12.5,-12.5
2742,NYJ 19 @ NO 31,15,16.5,-16.5
2743,PHI 34 @ NYG 29,15,-7.5,7.5
2744,ARI 15 @ WAS 20,15,4,-4
2745,MIA 16 @ BUF 24,15,3.5,-3.5
2746,GB 24 @ CAR 31,15,3,-3
2747,LAR 42 @ SEA 7,15,-1,1
2748,TEN 23 @ SF 25,15,2.5,-2.5
2749,NE 27 @ PIT 24,15,-2.5,2.5
2750,DAL 20 @ OAK 17,15,-3,3
2751,ATL 24 @ TB 21,15,-7,7
2752,LA 3 @ SEA 24,15,15,-15
2753,MIA 34 @ NYJ 13,15,-2.5,2.5
2754,GB 30 @ CHI 27,15,-4.5,4.5
2755,TEN 19 @ KC 17,15,6,-6
2756,DET 6 @ NYG 17,15,4,-4
2757,CLE 13 @ BUF 33,15,10.5,-10.5
2758,IND 34 @ MIN 6,15,5,-5
2759,PHI 26 @ BAL 27,15,5,-5
2760,TB 20 @ DAL 26,15,7,-7
2761,JAC 20 @ HOU 21,15,3.5,-3.5
2762,NO 48 @ ARI 41,15,3,-3
2763,SF 13 @ ATL 41,15,13.5,-13.5
2764,NE 16 @ DEN 3,15,-3,3
2765,OAK 19 @ SD 16,15,-2.5,2.5
2766,PIT 24 @ CIN 20,15,-3,3
2767,CAR 26 @ WAS 15,15,7,-7
2768,TB 23 @ STL 31,15,1,-1
2769,NYJ 19 @ DAL 16,15,-3,3
2770,CAR 38 @ NYG 35,15,-4.5,4.5
2771,TEN 16 @ NE 33,15,14.5,-14.5
2772,KC 34 @ BAL 14,15,-6.5,6.5
2773,ATL 23 @ JAC 17,15,2,-2
2774,CHI 17 @ MIN 38,15,4,-4
2775,HOU 16 @ IND 10,15,2.5,-2.5
2776,ARI 40 @ PHI 17,15,-3.5,3.5
2777,BUF 25 @ WAS 35,15,-2.5,2.5
2778,CLE 13 @ SEA 30,15,14.5,-14.5
2779,GB 30 @ OAK 20,15,-4,4
2780,DEN 27 @ PIT 34,15,7.5,-7.5
2781,MIA 14 @ SD 30,15,1,-1
2782,CIN 24 @ SF 14,15,-7,7
2783,DET 35 @ NO 27,15,2.5,-2.5
2784,ARI 12 @ STL 6,15,6,-6
2785,PIT 27 @ ATL 20,15,-3,3
2786,WAS 13 @ NYG 24,15,7,-7
2787,MIA 13 @ NE 41,15,9.5,-9.5
2788,OAK 13 @ KC 31,15,11,-11
2789,HOU 10 @ IND 17,15,7,-7
2790,JAC 12 @ BAL 20,15,14,-14
2791,GB 13 @ BUF 21,15,-3.5,3.5
2792,TB 17 @ CAR 19,15,3.5,-3.5
2793,CIN 30 @ CLE 0,15,2.5,-2.5
2794,MIN 14 @ DET 16,15,8,-8
2795,NYJ 16 @ TEN 11,15,-3.5,3.5
2796,DEN 22 @ SD 10,15,-4,4
2797,SF 7 @ SEA 17,15,10,-10
2798,DAL 38 @ PHI 27,15,3.5,-3.5
2799,NO 31 @ CHI 15,15,-3,3
2800,SD 27 @ DEN 20,15,10,-10
2801,WAS 26 @ ATL 27,15,5.5,-5.5
2802,ARI 37 @ TEN 34,15,-3,3
2803,SF 33 @ TB 14,15,-4.5,4.5
2804,NO 16 @ STL 27,15,-6.5,6.5
2805,SEA 23 @ NYG 0,15,-9.5,9.5
2806,CHI 38 @ CLE 31,15,1,-1
2807,HOU 3 @ IND 25,15,6,-6
2808,BUF 27 @ JAC 20,15,-4,4
2809,NE 20 @ MIA 24,15,2.5,-2.5
2810,PHI 30 @ MIN 48,15,-6.5,6.5
2811,KC 56 @ OAK 31,15,-6.5,6.5
2812,NYJ 20 @ CAR 30,15,10,-10
2813,GB 37 @ DAL 36,15,4,-4
2814,CIN 20 @ PIT 30,15,-2,2
2815,BAL 18 @ DET 16,15,4.5,-4.5
2816,CIN 34 @ PHI 13,15,-4.5,4.5
2817,NYG 0 @ ATL 34,15,1,-1
2818,MIN 36 @ STL 22,15,1,-1
2819,TB 0 @ NO 41,15,3.5,-3.5
2820,JAC 3 @ MIA 24,15,7.5,-7.5
2821,IND 17 @ HOU 29,15,10.5,-10.5
2822,WAS 38 @ CLE 21,15,4,-4
2823,GB 21 @ CHI 13,15,-3,3
2824,DEN 34 @ BAL 17,15,-3,3
2825,CAR 31 @ SD 7,15,3,-3
2826,SEA 50 @ BUF 17,15,-4.5,4.5
2827,DET 10 @ ARI 38,15,-5.5,5.5
2828,KC 0 @ OAK 15,15,4.5,-4.5
2829,PIT 24 @ DAL 27,15,-1,1
2830,SF 41 @ NE 34,15,4,-4
2831,NYJ 10 @ TEN 14,15,1,-1
2832,JAC 14 @ ATL 41,15,13.5,-13.5
2833,DAL 31 @ TB 15,15,-7,7
2834,CIN 20 @ STL 13,15,-7,7
2835,MIA 30 @ BUF 23,15,-1,1
2836,WAS 23 @ NYG 10,15,5.5,-5.5
2837,TEN 13 @ IND 27,15,-6.5,6.5
2838,SEA 38 @ CHI 14,15,3.5,-3.5
2839,GB 14 @ KC 19,15,-11,11
2840,CAR 28 @ HOU 13,15,4.5,-4.5
2841,NO 42 @ MIN 20,15,-7,7
2842,DET 28 @ OAK 27,15,-1,1
2843,CLE 17 @ ARI 20,15,6,-6
2844,NYJ 19 @ PHI 45,15,3,-3
2845,NE 41 @ DEN 23,15,-7,7
2846,BAL 14 @ SD 34,15,-1,1
2847,PIT 3 @ SF 20,15,3,-3
2848,SF 7 @ SD 34,15,10,-10
2849,KC 27 @ STL 13,15,3,-3
2850,HOU 17 @ TEN 31,15,2,-2
2851,JAC 24 @ IND 34,15,4,-4
2852,ARI 12 @ CAR 19,15,3,-3
2853,CLE 17 @ CIN 19,15,0,0
2854,BUF 17 @ MIA 14,15,6,-6
2855,PHI 38 @ NYG 31,15,3,-3
2856,WAS 30 @ DAL 33,15,10,-10
2857,DET 23 @ TB 20,15,4,-4
2858,NO 24 @ BAL 30,15,2,-2
2859,ATL 34 @ SEA 18,15,-6,6
2860,NYJ 22 @ PIT 17,15,3,-3
2861,DEN 23 @ OAK 39,15,7,-7
2862,GB 27 @ NE 31,15,14,-14
2863,CHI 40 @ MIN 14,15,-6,6
2864,IND 35 @ JAC 31,15,-3,3
2865,DAL 24 @ NO 17,15,7,-7
2866,MIA 24 @ TEN 27,15,5,-5
2867,NE 17 @ BUF 10,15,-7,7
2868,ARI 31 @ DET 24,15,-14,14
2869,ATL 10 @ NYJ 7,15,5,-5
2870,CLE 41 @ KC 34,15,3,-3
2871,HOU 16 @ STL 13,15,-14,14
2872,CIN 24 @ SD 27,15,7,-7
2873,OAK 20 @ DEN 19,15,14,-14
2874,GB 36 @ PIT 37,15,3,-3
2875,SF 13 @ PHI 27,15,7,-7
2876,CHI 7 @ BAL 31,15,11,-11
2877,TB 24 @ SEA 7,15,7,-7
2878,MIN 7 @ CAR 26,15,-9,9
2879,NYG 45 @ WAS 12,15,-3,3
2880,NO 24 @ CHI 27,15,3,-3
2881,GB 16 @ JAC 20,15,-3,3
2882,DET 21 @ IND 31,15,17,-17
2883,WAS 13 @ CIN 20,15,-7,7
2884,TB 10 @ ATL 13,15,6,-6
2885,SF 9 @ MIA 14,15,6,-6
2886,SEA 23 @ STL 20,15,-2,2
2887,BUF 27 @ NYJ 31,15,8,-8
2888,TEN 12 @ HOU 13,15,-3,3
2889,SD 22 @ KC 21,15,-6,6
2890,MIN 35 @ ARI 14,15,5,-5
2891,PIT 13 @ BAL 9,15,3,-3
2892,DEN 10 @ CAR 30,15,7,-7
2893,NE 49 @ OAK 26,15,-7,7
2894,NYG 8 @ DAL 20,15,3,-3
2895,CLE 10 @ PHI 30,15,15,-15
2896,DEN 13 @ HOU 31,15,-3,3
2897,CIN 13 @ SF 20,15,-9,9
2898,ARI 24 @ NO 31,15,4,-4
2899,ATL 3 @ TB 37,15,13,-13
2900,BAL 16 @ MIA 22,15,-3,3
2901,BUF 0 @ CLE 8,15,4,-4
2902,GB 33 @ STL 14,15,-7,7
2903,JAC 29 @ PIT 22,15,3,-3
2904,NYJ 10 @ NE 20,15,21,-21
2905,SEA 10 @ CAR 13,15,-7,7
2906,TEN 26 @ KC 17,15,-4,4
2907,IND 21 @ OAK 14,15,-10,10
2908,DET 14 @ SD 51,15,10,-10
2909,PHI 10 @ DAL 6,15,10,-10
2910,WAS 22 @ NYG 10,15,6,-6
2911,CHI 13 @ MIN 20,15,11,-11
2912,BAL 31 @ CLE 15,16,-9.5,9.5
2913,BUF 17 @ NE 24,16,7,-7
2914,CAR 6 @ IND 38,16,7.5,-7.5
2915,CIN 35 @ MIA 38,16,-1.5,1.5
